"https://raw.githubusercontent.com/dominikstuecheli-105D-Engineering/BetterSlotAssign2/main/Types/HappynessFunctions/Built-in/distributeHappyness";"Glücklichkeit verteilen";"Verteilt das Glück fair und meidet zusätzlich grosse Diskrepanzen; Jemand in erster und jemand in dritter Wahl sind weniger Wert als zwei Leute in zweiter Wahl."
"https://raw.githubusercontent.com/dominikstuecheli-105D-Engineering/BetterSlotAssign2/main/Types/HappynessFunctions/Built-in/linear";"Linear";"Verteilt das Glück fair. Jemand in erster und jemand in dritter Wahl sind gleich viel Wert wie zwei Leute in zweiter Wahl."
"https://raw.githubusercontent.com/dominikstuecheli-105D-Engineering/BetterSlotAssign2/main/Types/HappynessFunctions/Built-in/concentrateHappyness";"Glücklichkeit konzentrieren";"Konzentriert das Glück auf einige wenige. Jemand in erster und jemand in dritter Wahl sind mehr Wert als zwei Leute in zweiter Wahl."
